sop_class_name,validator,message_class_id,severity_as_emitted,objects,family,message_template,adjudication1_raw,adjudication1,adjudication1_strict,citation_section1,pre_disclosed,adjudication2,citation_section2,citation_table2,rationale2,rule2,net1,net2,consensus,agreed
gsps,dciodvfy,fa30f429b07e,Error,1,"Error - DisplayedAreaSelectionSequence is internally inconsistent - DisplayedAreaTopLeftHandCorner = (X,Y) is not above and to the left of DisplayedAreaBottomRightHandCorner = (X,Y)","Error - DisplayedAreaSelectionSequence is internally inconsistent - DisplayedAreaTopLeftHandCorner = (341,230) is not above and to the left of DisplayedAreaBottomRightHandCorner = (341,393)",PLAUSIBILITY,FLOOR,PLAUSIBILITY,PS3.3 C.10.4 Displayed Area Module,True,UNDECIDABLE,PS3.3 Section C.10.4,Table C.10-4,"PS3.3 C.10.4 states no ordering relation between the top left hand corner and the bottom right hand corner, and in the observed cases one axis is equal rather than inverted. Without normative text the direction cannot be adjudicated, and the fence requires uncited to be undecidable.",DisplayedAreaSelectionSequence is internally inconsistent,False,False,UNDECIDABLE,False
gsps,dciodvfy,19810e81d995,Error,1,"Error - DisplayedAreaSelectionSequence is internally inconsistent - DisplayedAreaTopLeftHandCorner = (X,Y) is not above and to the left of DisplayedAreaBottomRightHandCorner = (X,Y)","Error - DisplayedAreaSelectionSequence is internally inconsistent - DisplayedAreaTopLeftHandCorner = (342,0) is not above and to the left of DisplayedAreaBottomRightHandCorner = (342,513)",PLAUSIBILITY,FLOOR,PLAUSIBILITY,PS3.3 C.10.4 Displayed Area Module,True,UNDECIDABLE,PS3.3 Section C.10.4,Table C.10-4,"PS3.3 C.10.4 states no ordering relation between the top left hand corner and the bottom right hand corner, and in the observed cases one axis is equal rather than inverted. Without normative text the direction cannot be adjudicated, and the fence requires uncited to be undecidable.",DisplayedAreaSelectionSequence is internally inconsistent,False,False,UNDECIDABLE,False
gsps,dciodvfy,d09401f8b06e,Error,1,"Error - DisplayedAreaSelectionSequence is internally inconsistent - DisplayedAreaTopLeftHandCorner = (X,Y) is not above and to the left of DisplayedAreaBottomRightHandCorner = (X,Y)","Error - DisplayedAreaSelectionSequence is internally inconsistent - DisplayedAreaTopLeftHandCorner = (342,172) is not above and to the left of DisplayedAreaBottomRightHandCorner = (342,430)",PLAUSIBILITY,FLOOR,PLAUSIBILITY,PS3.3 C.10.4 Displayed Area Module,True,UNDECIDABLE,PS3.3 Section C.10.4,Table C.10-4,"PS3.3 C.10.4 states no ordering relation between the top left hand corner and the bottom right hand corner, and in the observed cases one axis is equal rather than inverted. Without normative text the direction cannot be adjudicated, and the fence requires uncited to be undecidable.",DisplayedAreaSelectionSequence is internally inconsistent,False,False,UNDECIDABLE,False
gsps,dciodvfy,7364deb85963,Error,1,"Error - DisplayedAreaSelectionSequence is internally inconsistent - DisplayedAreaTopLeftHandCorner = (X,Y) is not above and to the left of DisplayedAreaBottomRightHandCorner = (X,Y)","Error - DisplayedAreaSelectionSequence is internally inconsistent - DisplayedAreaTopLeftHandCorner = (342,228) is not above and to the left of DisplayedAreaBottomRightHandCorner = (342,397)",PLAUSIBILITY,FLOOR,PLAUSIBILITY,PS3.3 C.10.4 Displayed Area Module,True,UNDECIDABLE,PS3.3 Section C.10.4,Table C.10-4,"PS3.3 C.10.4 states no ordering relation between the top left hand corner and the bottom right hand corner, and in the observed cases one axis is equal rather than inverted. Without normative text the direction cannot be adjudicated, and the fence requires uncited to be undecidable.",DisplayedAreaSelectionSequence is internally inconsistent,False,False,UNDECIDABLE,False
gsps,dciodvfy,92666270e27e,Error,1,"Error - DisplayedAreaSelectionSequence is internally inconsistent - DisplayedAreaTopLeftHandCorner = (X,Y) is not above and to the left of DisplayedAreaBottomRightHandCorner = (X,Y)","Error - DisplayedAreaSelectionSequence is internally inconsistent - DisplayedAreaTopLeftHandCorner = (342,275) is not above and to the left of DisplayedAreaBottomRightHandCorner = (342,312)",PLAUSIBILITY,FLOOR,PLAUSIBILITY,PS3.3 C.10.4 Displayed Area Module,True,UNDECIDABLE,PS3.3 Section C.10.4,Table C.10-4,"PS3.3 C.10.4 states no ordering relation between the top left hand corner and the bottom right hand corner, and in the observed cases one axis is equal rather than inverted. Without normative text the direction cannot be adjudicated, and the fence requires uncited to be undecidable.",DisplayedAreaSelectionSequence is internally inconsistent,False,False,UNDECIDABLE,False
gsps,dciodvfy,0e1115bfcda4,Error,1,"Error - DisplayedAreaSelectionSequence is internally inconsistent - DisplayedAreaTopLeftHandCorner = (X,Y) is not above and to the left of DisplayedAreaBottomRightHandCorner = (X,Y)","Error - DisplayedAreaSelectionSequence is internally inconsistent - DisplayedAreaTopLeftHandCorner = (342,299) is not above and to the left of DisplayedAreaBottomRightHandCorner = (342,393)",PLAUSIBILITY,FLOOR,PLAUSIBILITY,PS3.3 C.10.4 Displayed Area Module,True,UNDECIDABLE,PS3.3 Section C.10.4,Table C.10-4,"PS3.3 C.10.4 states no ordering relation between the top left hand corner and the bottom right hand corner, and in the observed cases one axis is equal rather than inverted. Without normative text the direction cannot be adjudicated, and the fence requires uncited to be undecidable.",DisplayedAreaSelectionSequence is internally inconsistent,False,False,UNDECIDABLE,False
gsps,dciodvfy,239291bed810,Error,1,"Error - DisplayedAreaSelectionSequence is internally inconsistent - DisplayedAreaTopLeftHandCorner = (343,-259) is not above and to the left of DisplayedAreaBottomRightHandCorner = (X,Y)","Error - DisplayedAreaSelectionSequence is internally inconsistent - DisplayedAreaTopLeftHandCorner = (343,-259) is not above and to the left of DisplayedAreaBottomRightHandCorner = (343,772)",PLAUSIBILITY,FLOOR,PLAUSIBILITY,PS3.3 C.10.4 Displayed Area Module,True,UNDECIDABLE,PS3.3 Section C.10.4,Table C.10-4,"PS3.3 C.10.4 states no ordering relation between the top left hand corner and the bottom right hand corner, and in the observed cases one axis is equal rather than inverted. Without normative text the direction cannot be adjudicated, and the fence requires uncited to be undecidable.",DisplayedAreaSelectionSequence is internally inconsistent,False,False,UNDECIDABLE,False
gsps,dciodvfy,6e608cfd1c1a,Error,1,"Error - DisplayedAreaSelectionSequence is internally inconsistent - DisplayedAreaTopLeftHandCorner = (X,Y) is not above and to the left of DisplayedAreaBottomRightHandCorner = (X,Y)","Error - DisplayedAreaSelectionSequence is internally inconsistent - DisplayedAreaTopLeftHandCorner = (343,102) is not above and to the left of DisplayedAreaBottomRightHandCorner = (343,442)",PLAUSIBILITY,FLOOR,PLAUSIBILITY,PS3.3 C.10.4 Displayed Area Module,True,UNDECIDABLE,PS3.3 Section C.10.4,Table C.10-4,"PS3.3 C.10.4 states no ordering relation between the top left hand corner and the bottom right hand corner, and in the observed cases one axis is equal rather than inverted. Without normative text the direction cannot be adjudicated, and the fence requires uncited to be undecidable.",DisplayedAreaSelectionSequence is internally inconsistent,False,False,UNDECIDABLE,False
gsps,dciodvfy,5a02b4b2abe0,Error,1,"Error - DisplayedAreaSelectionSequence is internally inconsistent - DisplayedAreaTopLeftHandCorner = (X,Y) is not above and to the left of DisplayedAreaBottomRightHandCorner = (X,Y)","Error - DisplayedAreaSelectionSequence is internally inconsistent - DisplayedAreaTopLeftHandCorner = (343,267) is not above and to the left of DisplayedAreaBottomRightHandCorner = (343,417)",PLAUSIBILITY,FLOOR,PLAUSIBILITY,PS3.3 C.10.4 Displayed Area Module,True,UNDECIDABLE,PS3.3 Section C.10.4,Table C.10-4,"PS3.3 C.10.4 states no ordering relation between the top left hand corner and the bottom right hand corner, and in the observed cases one axis is equal rather than inverted. Without normative text the direction cannot be adjudicated, and the fence requires uncited to be undecidable.",DisplayedAreaSelectionSequence is internally inconsistent,False,False,UNDECIDABLE,False
gsps,dciodvfy,967e85e5b4cc,Error,1,"Error - DisplayedAreaSelectionSequence is internally inconsistent - DisplayedAreaTopLeftHandCorner = (X,Y) is not above and to the left of DisplayedAreaBottomRightHandCorner = (X,Y)","Error - DisplayedAreaSelectionSequence is internally inconsistent - DisplayedAreaTopLeftHandCorner = (343,291) is not above and to the left of DisplayedAreaBottomRightHandCorner = (343,394)",PLAUSIBILITY,FLOOR,PLAUSIBILITY,PS3.3 C.10.4 Displayed Area Module,True,UNDECIDABLE,PS3.3 Section C.10.4,Table C.10-4,"PS3.3 C.10.4 states no ordering relation between the top left hand corner and the bottom right hand corner, and in the observed cases one axis is equal rather than inverted. Without normative text the direction cannot be adjudicated, and the fence requires uncited to be undecidable.",DisplayedAreaSelectionSequence is internally inconsistent,False,False,UNDECIDABLE,False
gsps,dciodvfy,608b87a9d0c0,Error,1,"Error - DisplayedAreaSelectionSequence is internally inconsistent - DisplayedAreaTopLeftHandCorner = (345,-10) is not above and to the left of DisplayedAreaBottomRightHandCorner = (X,Y)","Error - DisplayedAreaSelectionSequence is internally inconsistent - DisplayedAreaTopLeftHandCorner = (345,-10) is not above and to the left of DisplayedAreaBottomRightHandCorner = (345,523)",PLAUSIBILITY,FLOOR,PLAUSIBILITY,PS3.3 C.10.4 Displayed Area Module,True,UNDECIDABLE,PS3.3 Section C.10.4,Table C.10-4,"PS3.3 C.10.4 states no ordering relation between the top left hand corner and the bottom right hand corner, and in the observed cases one axis is equal rather than inverted. Without normative text the direction cannot be adjudicated, and the fence requires uncited to be undecidable.",DisplayedAreaSelectionSequence is internally inconsistent,False,False,UNDECIDABLE,False
gsps,dciodvfy,eebc4761ca64,Error,1,"Error - DisplayedAreaSelectionSequence is internally inconsistent - DisplayedAreaTopLeftHandCorner = (X,Y) is not above and to the left of DisplayedAreaBottomRightHandCorner = (X,Y)","Error - DisplayedAreaSelectionSequence is internally inconsistent - DisplayedAreaTopLeftHandCorner = (345,195) is not above and to the left of DisplayedAreaBottomRightHandCorner = (345,410)",PLAUSIBILITY,FLOOR,PLAUSIBILITY,PS3.3 C.10.4 Displayed Area Module,True,UNDECIDABLE,PS3.3 Section C.10.4,Table C.10-4,"PS3.3 C.10.4 states no ordering relation between the top left hand corner and the bottom right hand corner, and in the observed cases one axis is equal rather than inverted. Without normative text the direction cannot be adjudicated, and the fence requires uncited to be undecidable.",DisplayedAreaSelectionSequence is internally inconsistent,False,False,UNDECIDABLE,False
gsps,dciodvfy,e1444fb64c20,Error,1,"Error - DisplayedAreaSelectionSequence is internally inconsistent - DisplayedAreaTopLeftHandCorner = (X,Y) is not above and to the left of DisplayedAreaBottomRightHandCorner = (X,Y)","Error - DisplayedAreaSelectionSequence is internally inconsistent - DisplayedAreaTopLeftHandCorner = (345,254) is not above and to the left of DisplayedAreaBottomRightHandCorner = (345,373)",PLAUSIBILITY,FLOOR,PLAUSIBILITY,PS3.3 C.10.4 Displayed Area Module,True,UNDECIDABLE,PS3.3 Section C.10.4,Table C.10-4,"PS3.3 C.10.4 states no ordering relation between the top left hand corner and the bottom right hand corner, and in the observed cases one axis is equal rather than inverted. Without normative text the direction cannot be adjudicated, and the fence requires uncited to be undecidable.",DisplayedAreaSelectionSequence is internally inconsistent,False,False,UNDECIDABLE,False
gsps,dciodvfy,e857d6224388,Error,1,"Error - DisplayedAreaSelectionSequence is internally inconsistent - DisplayedAreaTopLeftHandCorner = (X,Y) is not above and to the left of DisplayedAreaBottomRightHandCorner = (X,Y)","Error - DisplayedAreaSelectionSequence is internally inconsistent - DisplayedAreaTopLeftHandCorner = (345,267) is not above and to the left of DisplayedAreaBottomRightHandCorner = (345,384)",PLAUSIBILITY,FLOOR,PLAUSIBILITY,PS3.3 C.10.4 Displayed Area Module,True,UNDECIDABLE,PS3.3 Section C.10.4,Table C.10-4,"PS3.3 C.10.4 states no ordering relation between the top left hand corner and the bottom right hand corner, and in the observed cases one axis is equal rather than inverted. Without normative text the direction cannot be adjudicated, and the fence requires uncited to be undecidable.",DisplayedAreaSelectionSequence is internally inconsistent,False,False,UNDECIDABLE,False
gsps,dciodvfy,e727c984e5ca,Error,1,"Error - DisplayedAreaSelectionSequence is internally inconsistent - DisplayedAreaTopLeftHandCorner = (X,Y) is not above and to the left of DisplayedAreaBottomRightHandCorner = (X,Y)","Error - DisplayedAreaSelectionSequence is internally inconsistent - DisplayedAreaTopLeftHandCorner = (345,421) is not above and to the left of DisplayedAreaBottomRightHandCorner = (345,304)",PLAUSIBILITY,FLOOR,PLAUSIBILITY,PS3.3 C.10.4 Displayed Area Module,True,UNDECIDABLE,PS3.3 Section C.10.4,Table C.10-4,"PS3.3 C.10.4 states no ordering relation between the top left hand corner and the bottom right hand corner, and in the observed cases one axis is equal rather than inverted. Without normative text the direction cannot be adjudicated, and the fence requires uncited to be undecidable.",DisplayedAreaSelectionSequence is internally inconsistent,False,False,UNDECIDABLE,False
gsps,dciodvfy,7d6dd9f20e4c,Error,1,"Error - DisplayedAreaSelectionSequence is internally inconsistent - DisplayedAreaTopLeftHandCorner = (346,-10) is not above and to the left of DisplayedAreaBottomRightHandCorner = (X,Y)","Error - DisplayedAreaSelectionSequence is internally inconsistent - DisplayedAreaTopLeftHandCorner = (346,-10) is not above and to the left of DisplayedAreaBottomRightHandCorner = (346,523)",PLAUSIBILITY,FLOOR,PLAUSIBILITY,PS3.3 C.10.4 Displayed Area Module,True,UNDECIDABLE,PS3.3 Section C.10.4,Table C.10-4,"PS3.3 C.10.4 states no ordering relation between the top left hand corner and the bottom right hand corner, and in the observed cases one axis is equal rather than inverted. Without normative text the direction cannot be adjudicated, and the fence requires uncited to be undecidable.",DisplayedAreaSelectionSequence is internally inconsistent,False,False,UNDECIDABLE,False
gsps,dciodvfy,2c270d19c826,Error,1,"Error - DisplayedAreaSelectionSequence is internally inconsistent - DisplayedAreaTopLeftHandCorner = (X,Y) is not above and to the left of DisplayedAreaBottomRightHandCorner = (X,Y)","Error - DisplayedAreaSelectionSequence is internally inconsistent - DisplayedAreaTopLeftHandCorner = (346,138) is not above and to the left of DisplayedAreaBottomRightHandCorner = (346,441)",PLAUSIBILITY,FLOOR,PLAUSIBILITY,PS3.3 C.10.4 Displayed Area Module,True,UNDECIDABLE,PS3.3 Section C.10.4,Table C.10-4,"PS3.3 C.10.4 states no ordering relation between the top left hand corner and the bottom right hand corner, and in the observed cases one axis is equal rather than inverted. Without normative text the direction cannot be adjudicated, and the fence requires uncited to be undecidable.",DisplayedAreaSelectionSequence is internally inconsistent,False,False,UNDECIDABLE,False
gsps,dciodvfy,e2d9736571f7,Error,1,"Error - DisplayedAreaSelectionSequence is internally inconsistent - DisplayedAreaTopLeftHandCorner = (X,Y) is not above and to the left of DisplayedAreaBottomRightHandCorner = (X,Y)","Error - DisplayedAreaSelectionSequence is internally inconsistent - DisplayedAreaTopLeftHandCorner = (346,270) is not above and to the left of DisplayedAreaBottomRightHandCorner = (346,377)",PLAUSIBILITY,FLOOR,PLAUSIBILITY,PS3.3 C.10.4 Displayed Area Module,True,UNDECIDABLE,PS3.3 Section C.10.4,Table C.10-4,"PS3.3 C.10.4 states no ordering relation between the top left hand corner and the bottom right hand corner, and in the observed cases one axis is equal rather than inverted. Without normative text the direction cannot be adjudicated, and the fence requires uncited to be undecidable.",DisplayedAreaSelectionSequence is internally inconsistent,False,False,UNDECIDABLE,False
gsps,dciodvfy,6a87acc77673,Error,1,"Error - DisplayedAreaSelectionSequence is internally inconsistent - DisplayedAreaTopLeftHandCorner = (X,Y) is not above and to the left of DisplayedAreaBottomRightHandCorner = (X,Y)","Error - DisplayedAreaSelectionSequence is internally inconsistent - DisplayedAreaTopLeftHandCorner = (346,277) is not above and to the left of DisplayedAreaBottomRightHandCorner = (346,357)",PLAUSIBILITY,FLOOR,PLAUSIBILITY,PS3.3 C.10.4 Displayed Area Module,True,UNDECIDABLE,PS3.3 Section C.10.4,Table C.10-4,"PS3.3 C.10.4 states no ordering relation between the top left hand corner and the bottom right hand corner, and in the observed cases one axis is equal rather than inverted. Without normative text the direction cannot be adjudicated, and the fence requires uncited to be undecidable.",DisplayedAreaSelectionSequence is internally inconsistent,False,False,UNDECIDABLE,False
gsps,dciodvfy,23c62b413dbd,Error,1,"Error - DisplayedAreaSelectionSequence is internally inconsistent - DisplayedAreaTopLeftHandCorner = (X,Y) is not above and to the left of DisplayedAreaBottomRightHandCorner = (X,Y)","Error - DisplayedAreaSelectionSequence is internally inconsistent - DisplayedAreaTopLeftHandCorner = (347,187) is not above and to the left of DisplayedAreaBottomRightHandCorner = (347,420)",PLAUSIBILITY,FLOOR,PLAUSIBILITY,PS3.3 C.10.4 Displayed Area Module,True,UNDECIDABLE,PS3.3 Section C.10.4,Table C.10-4,"PS3.3 C.10.4 states no ordering relation between the top left hand corner and the bottom right hand corner, and in the observed cases one axis is equal rather than inverted. Without normative text the direction cannot be adjudicated, and the fence requires uncited to be undecidable.",DisplayedAreaSelectionSequence is internally inconsistent,False,False,UNDECIDABLE,False
gsps,dciodvfy,78a21ffd3b6e,Error,1,"Error - DisplayedAreaSelectionSequence is internally inconsistent - DisplayedAreaTopLeftHandCorner = (X,Y) is not above and to the left of DisplayedAreaBottomRightHandCorner = (X,Y)","Error - DisplayedAreaSelectionSequence is internally inconsistent - DisplayedAreaTopLeftHandCorner = (347,202) is not above and to the left of DisplayedAreaBottomRightHandCorner = (347,398)",PLAUSIBILITY,FLOOR,PLAUSIBILITY,PS3.3 C.10.4 Displayed Area Module,True,UNDECIDABLE,PS3.3 Section C.10.4,Table C.10-4,"PS3.3 C.10.4 states no ordering relation between the top left hand corner and the bottom right hand corner, and in the observed cases one axis is equal rather than inverted. Without normative text the direction cannot be adjudicated, and the fence requires uncited to be undecidable.",DisplayedAreaSelectionSequence is internally inconsistent,False,False,UNDECIDABLE,False
gsps,dciodvfy,9bdb2a814170,Error,1,"Error - DisplayedAreaSelectionSequence is internally inconsistent - DisplayedAreaTopLeftHandCorner = (X,Y) is not above and to the left of DisplayedAreaBottomRightHandCorner = (X,Y)","Error - DisplayedAreaSelectionSequence is internally inconsistent - DisplayedAreaTopLeftHandCorner = (347,212) is not above and to the left of DisplayedAreaBottomRightHandCorner = (347,392)",PLAUSIBILITY,FLOOR,PLAUSIBILITY,PS3.3 C.10.4 Displayed Area Module,True,UNDECIDABLE,PS3.3 Section C.10.4,Table C.10-4,"PS3.3 C.10.4 states no ordering relation between the top left hand corner and the bottom right hand corner, and in the observed cases one axis is equal rather than inverted. Without normative text the direction cannot be adjudicated, and the fence requires uncited to be undecidable.",DisplayedAreaSelectionSequence is internally inconsistent,False,False,UNDECIDABLE,False
gsps,dciodvfy,703b73a7e2f8,Error,1,"Error - DisplayedAreaSelectionSequence is internally inconsistent - DisplayedAreaTopLeftHandCorner = (X,Y) is not above and to the left of DisplayedAreaBottomRightHandCorner = (X,Y)","Error - DisplayedAreaSelectionSequence is internally inconsistent - DisplayedAreaTopLeftHandCorner = (348,0) is not above and to the left of DisplayedAreaBottomRightHandCorner = (348,512)",PLAUSIBILITY,FLOOR,PLAUSIBILITY,PS3.3 C.10.4 Displayed Area Module,True,UNDECIDABLE,PS3.3 Section C.10.4,Table C.10-4,"PS3.3 C.10.4 states no ordering relation between the top left hand corner and the bottom right hand corner, and in the observed cases one axis is equal rather than inverted. Without normative text the direction cannot be adjudicated, and the fence requires uncited to be undecidable.",DisplayedAreaSelectionSequence is internally inconsistent,False,False,UNDECIDABLE,False
gsps,dciodvfy,a95cdc22db5d,Error,1,"Error - DisplayedAreaSelectionSequence is internally inconsistent - DisplayedAreaTopLeftHandCorner = (X,Y) is not above and to the left of DisplayedAreaBottomRightHandCorner = (X,Y)","Error - DisplayedAreaSelectionSequence is internally inconsistent - DisplayedAreaTopLeftHandCorner = (348,236) is not above and to the left of DisplayedAreaBottomRightHandCorner = (348,378)",PLAUSIBILITY,FLOOR,PLAUSIBILITY,PS3.3 C.10.4 Displayed Area Module,True,UNDECIDABLE,PS3.3 Section C.10.4,Table C.10-4,"PS3.3 C.10.4 states no ordering relation between the top left hand corner and the bottom right hand corner, and in the observed cases one axis is equal rather than inverted. Without normative text the direction cannot be adjudicated, and the fence requires uncited to be undecidable.",DisplayedAreaSelectionSequence is internally inconsistent,False,False,UNDECIDABLE,False
gsps,dciodvfy,79310b89ff34,Error,1,"Error - DisplayedAreaSelectionSequence is internally inconsistent - DisplayedAreaTopLeftHandCorner = (X,Y) is not above and to the left of DisplayedAreaBottomRightHandCorner = (X,Y)","Error - DisplayedAreaSelectionSequence is internally inconsistent - DisplayedAreaTopLeftHandCorner = (348,278) is not above and to the left of DisplayedAreaBottomRightHandCorner = (348,375)",PLAUSIBILITY,FLOOR,PLAUSIBILITY,PS3.3 C.10.4 Displayed Area Module,True,UNDECIDABLE,PS3.3 Section C.10.4,Table C.10-4,"PS3.3 C.10.4 states no ordering relation between the top left hand corner and the bottom right hand corner, and in the observed cases one axis is equal rather than inverted. Without normative text the direction cannot be adjudicated, and the fence requires uncited to be undecidable.",DisplayedAreaSelectionSequence is internally inconsistent,False,False,UNDECIDABLE,False
gsps,dciodvfy,6f57df5a53ac,Error,1,"Error - DisplayedAreaSelectionSequence is internally inconsistent - DisplayedAreaTopLeftHandCorner = (349,-8) is not above and to the left of DisplayedAreaBottomRightHandCorner = (X,Y)","Error - DisplayedAreaSelectionSequence is internally inconsistent - DisplayedAreaTopLeftHandCorner = (349,-8) is not above and to the left of DisplayedAreaBottomRightHandCorner = (349,504)",PLAUSIBILITY,FLOOR,PLAUSIBILITY,PS3.3 C.10.4 Displayed Area Module,True,UNDECIDABLE,PS3.3 Section C.10.4,Table C.10-4,"PS3.3 C.10.4 states no ordering relation between the top left hand corner and the bottom right hand corner, and in the observed cases one axis is equal rather than inverted. Without normative text the direction cannot be adjudicated, and the fence requires uncited to be undecidable.",DisplayedAreaSelectionSequence is internally inconsistent,False,False,UNDECIDABLE,False
gsps,dciodvfy,0ce4701ab960,Error,1,"Error - DisplayedAreaSelectionSequence is internally inconsistent - DisplayedAreaTopLeftHandCorner = (X,Y) is not above and to the left of DisplayedAreaBottomRightHandCorner = (X,Y)","Error - DisplayedAreaSelectionSequence is internally inconsistent - DisplayedAreaTopLeftHandCorner = (349,0) is not above and to the left of DisplayedAreaBottomRightHandCorner = (349,512)",PLAUSIBILITY,FLOOR,PLAUSIBILITY,PS3.3 C.10.4 Displayed Area Module,True,UNDECIDABLE,PS3.3 Section C.10.4,Table C.10-4,"PS3.3 C.10.4 states no ordering relation between the top left hand corner and the bottom right hand corner, and in the observed cases one axis is equal rather than inverted. Without normative text the direction cannot be adjudicated, and the fence requires uncited to be undecidable.",DisplayedAreaSelectionSequence is internally inconsistent,False,False,UNDECIDABLE,False
gsps,dciodvfy,6da7729dbc14,Error,1,"Error - DisplayedAreaSelectionSequence is internally inconsistent - DisplayedAreaTopLeftHandCorner = (X,Y) is not above and to the left of DisplayedAreaBottomRightHandCorner = (X,Y)","Error - DisplayedAreaSelectionSequence is internally inconsistent - DisplayedAreaTopLeftHandCorner = (349,224) is not above and to the left of DisplayedAreaBottomRightHandCorner = (349,389)",PLAUSIBILITY,FLOOR,PLAUSIBILITY,PS3.3 C.10.4 Displayed Area Module,True,UNDECIDABLE,PS3.3 Section C.10.4,Table C.10-4,"PS3.3 C.10.4 states no ordering relation between the top left hand corner and the bottom right hand corner, and in the observed cases one axis is equal rather than inverted. Without normative text the direction cannot be adjudicated, and the fence requires uncited to be undecidable.",DisplayedAreaSelectionSequence is internally inconsistent,False,False,UNDECIDABLE,False
gsps,dciodvfy,e2c4ece48fc4,Error,1,"Error - DisplayedAreaSelectionSequence is internally inconsistent - DisplayedAreaTopLeftHandCorner = (X,Y) is not above and to the left of DisplayedAreaBottomRightHandCorner = (X,Y)","Error - DisplayedAreaSelectionSequence is internally inconsistent - DisplayedAreaTopLeftHandCorner = (349,279) is not above and to the left of DisplayedAreaBottomRightHandCorner = (349,376)",PLAUSIBILITY,FLOOR,PLAUSIBILITY,PS3.3 C.10.4 Displayed Area Module,True,UNDECIDABLE,PS3.3 Section C.10.4,Table C.10-4,"PS3.3 C.10.4 states no ordering relation between the top left hand corner and the bottom right hand corner, and in the observed cases one axis is equal rather than inverted. Without normative text the direction cannot be adjudicated, and the fence requires uncited to be undecidable.",DisplayedAreaSelectionSequence is internally inconsistent,False,False,UNDECIDABLE,False
gsps,dciodvfy,b3ac0588056e,Error,1,"Error - DisplayedAreaSelectionSequence is internally inconsistent - DisplayedAreaTopLeftHandCorner = (X,Y) is not above and to the left of DisplayedAreaBottomRightHandCorner = (X,Y)","Error - DisplayedAreaSelectionSequence is internally inconsistent - DisplayedAreaTopLeftHandCorner = (350,276) is not above and to the left of DisplayedAreaBottomRightHandCorner = (350,375)",PLAUSIBILITY,FLOOR,PLAUSIBILITY,PS3.3 C.10.4 Displayed Area Module,True,UNDECIDABLE,PS3.3 Section C.10.4,Table C.10-4,"PS3.3 C.10.4 states no ordering relation between the top left hand corner and the bottom right hand corner, and in the observed cases one axis is equal rather than inverted. Without normative text the direction cannot be adjudicated, and the fence requires uncited to be undecidable.",DisplayedAreaSelectionSequence is internally inconsistent,False,False,UNDECIDABLE,False
gsps,dciodvfy,d9a7375460e3,Error,1,"Error - DisplayedAreaSelectionSequence is internally inconsistent - DisplayedAreaTopLeftHandCorner = (351,-10) is not above and to the left of DisplayedAreaBottomRightHandCorner = (X,Y)","Error - DisplayedAreaSelectionSequence is internally inconsistent - DisplayedAreaTopLeftHandCorner = (351,-10) is not above and to the left of DisplayedAreaBottomRightHandCorner = (351,523)",PLAUSIBILITY,FLOOR,PLAUSIBILITY,PS3.3 C.10.4 Displayed Area Module,True,UNDECIDABLE,PS3.3 Section C.10.4,Table C.10-4,"PS3.3 C.10.4 states no ordering relation between the top left hand corner and the bottom right hand corner, and in the observed cases one axis is equal rather than inverted. Without normative text the direction cannot be adjudicated, and the fence requires uncited to be undecidable.",DisplayedAreaSelectionSequence is internally inconsistent,False,False,UNDECIDABLE,False
gsps,dciodvfy,0ba9a370bc9f,Error,1,"Error - DisplayedAreaSelectionSequence is internally inconsistent - DisplayedAreaTopLeftHandCorner = (X,Y) is not above and to the left of DisplayedAreaBottomRightHandCorner = (X,Y)","Error - DisplayedAreaSelectionSequence is internally inconsistent - DisplayedAreaTopLeftHandCorner = (352,271) is not above and to the left of DisplayedAreaBottomRightHandCorner = (352,330)",PLAUSIBILITY,FLOOR,PLAUSIBILITY,PS3.3 C.10.4 Displayed Area Module,True,UNDECIDABLE,PS3.3 Section C.10.4,Table C.10-4,"PS3.3 C.10.4 states no ordering relation between the top left hand corner and the bottom right hand corner, and in the observed cases one axis is equal rather than inverted. Without normative text the direction cannot be adjudicated, and the fence requires uncited to be undecidable.",DisplayedAreaSelectionSequence is internally inconsistent,False,False,UNDECIDABLE,False
gsps,dciodvfy,e022b0f7d422,Error,1,"Error - DisplayedAreaSelectionSequence is internally inconsistent - DisplayedAreaTopLeftHandCorner = (X,Y) is not above and to the left of DisplayedAreaBottomRightHandCorner = (X,Y)","Error - DisplayedAreaSelectionSequence is internally inconsistent - DisplayedAreaTopLeftHandCorner = (352,277) is not above and to the left of DisplayedAreaBottomRightHandCorner = (352,394)",PLAUSIBILITY,FLOOR,PLAUSIBILITY,PS3.3 C.10.4 Displayed Area Module,True,UNDECIDABLE,PS3.3 Section C.10.4,Table C.10-4,"PS3.3 C.10.4 states no ordering relation between the top left hand corner and the bottom right hand corner, and in the observed cases one axis is equal rather than inverted. Without normative text the direction cannot be adjudicated, and the fence requires uncited to be undecidable.",DisplayedAreaSelectionSequence is internally inconsistent,False,False,UNDECIDABLE,False
