id,section,section_title,claim,status,status_note,value,sop_class,n,denominator,floor,dropped,validator,validator_version,command,source_file,derived_from,external_source,pinned_by_test,supersedes,superseded_by,retired_reason,idc_index_version,date,verified_on,hardware,notes
STD-07,STD,"Standard-level facts, verified","Every Type designation the manuscript relies on reproduces against PS3.3 2026c read directly, including both tags the study brief gave wrongly.",VERIFIED,"Re-verified because the pass that raised the question confirmed Types against a third-party rendering last synced 2024-04-18, roughly eight editions stale. Nothing was fetched: the standard is already pre-seeded on this machine under PRE-04.","17 of 17 assertions reproduce, 0 failures: SegmentAlgorithmType Type 1 in Table C.8.20-4; SegmentAlgorithmName Type 1C and SegmentationAlgorithmIdentificationSequence Type 3, both inside Segment Sequence in C.8.20.2; the same sequence Type 1C only in the Height Map module C.8.20.5; AlgorithmFamilyCodeSequence, AlgorithmName and AlgorithmVersion Type 1 and AlgorithmNameCodeSequence, AlgorithmParameters (0066,0032) and AlgorithmSource (0024,0202) Type 3 in Table 10-19; the four Enhanced General Equipment attributes Type 1 in C.7.5.2; Manufacturer Type 2 and SoftwareVersions Type 3 in C.7.5.1; ContributingEquipmentSequence Type 3 in C.12.1",all,17,17,"not applicable, this row reads the standard rather than quoting a rate",nothing; every Type the manuscript cites is in the assertion list,"none, the standard is read directly","PS3.3 2026c, pre-seeded DocBook and parsed module and IOD tables at C:/Users/dekay/dicom-validator/2026c",python -m colophon.typecheck,TYPECHECK.md and results/typecheck/type_reverification.csv,"STD-01,STD-02,STD-03,STD-04","PS3.3 2026c, module tables read by table number",tests/test_typecheck.py::test_every_type_reproduces,,,,v24,2026-08-02T19:34:46Z,2026-08-02,,"Zero Types failed to reproduce, so no claim dropped to PENDING on Type grounds. A derived claim did fail and is STD-08."
STD-08,STD,"Standard-level facts, verified","The provenance ceiling has three tiers, not one. General Equipment is a second equipment module with Usage M in all eight measured IODs, and Manufacturer is Type 2 in it, so an absent Manufacturer is a violation in every class measured and not only in the two Enhanced IODs.",VERIFIED,This falsifies the sentence that no object outside the two Enhanced IODs can be non-conformant on carrier grounds. It was written from Enhanced General Equipment alone. The error produced a live contradiction: claim 3 graded the 40 Key Object Selection objects conformant while the conformance arm called all 40 net. Grading now carries the Type 2 binding and the two agree.,"Enhanced General Equipment Usage M in 2 of 8 measured IODs, Segmentation and Parametric Map, binding four attributes at Type 1; General Equipment Usage M in 8 of 8, binding Manufacturer at Type 2 and ManufacturerModelName, DeviceSerialNumber and SoftwareVersions at Type 3",all,8,8,"not applicable, this row reads the standard rather than quoting a rate",nothing,"none, the standard is read directly",PS3.3 2026c,python -m colophon.typecheck,results/typecheck/equipment_module_usage_by_iod.csv,"STD-04,STD-07",PS3.3 2026c Tables C.7.5.1 and C.7.5.2 with the IOD module tables of the eight measured SOP classes,tests/test_typecheck.py::test_the_ceiling_has_three_tiers,,,,v24,2026-08-02T19:34:46Z,2026-08-02,,"Corrected ceiling: a non-empty value compelled in 2 of 8, presence possibly zero length compelled in 8 of 8, nothing compelled for model, serial or software version in 6 of 8."
V-11,V,"Panel design, fixed before Phase 1","The dciodvfy person-name check is purely syntactic and carries no information about whether a value names a person, an organisation or a tool, so no third-party validator in the panel can adjudicate the sentinel classification.",VERIFIED,"A retraction, recorded as one. An earlier instruction was to cross the sentinel classification against this flag as an external validity check. The probe shows the check is syntactic, so the cross-check was never built and the table goes into Methods as a mechanistic account of why a validator cannot answer this question, never as corroboration that one does.","probed on eight values: TotalSegmentator, SIEMENS, MyName and 12345 are all flagged; ACME Corp^, ^TotalSegmentator, Total^Segmentator and Doe^Jane^^Dr^PhD are all clean. The flag separates strings containing a caret from strings that do not.",all,8,8,"not applicable, this row describes a validator behaviour rather than quoting a rate",nothing; all eight probe values are reported,dciodvfy,"dicom3tools 1.00~20240118131615, the registered build, not the 20260701065818 build this study ran",reported in COLOPHON_ADDENDUM_03.md section 1; not re-run here,COLOPHON_ADDENDUM_03.md and results/manuscript/methods.md,"W-04,C3T-09","COLOPHON_ADDENDUM_03.md section 1, probe against dicom3tools 1.00~20240118131615",,,,,v24,2026-08-02T19:46:35Z,2026-08-02,,"The probe was run against the registered dicom3tools build rather than the build this study ran. The behaviour is a property of the VR check and not of the message classes counted in Results, so the DEV-01 exposure analysis does not bear on it."
PA-10,PA,Prior art,"Two of the three DICOM attribute names this study measures have never appeared in the Europe PMC corpus at all, and no publication reports a population or rate over any of them.",MEASURED,"This is the most auditable negative supporting the lead finding: a reader can re-run three exact queries against a public API and get an integer. It was flagged as not executed in addendum 03 section 5 item 3 and is now executed. It bounds the literature and not the practice: a zero hit count says the attribute name does not appear in indexed text, not that nobody has ever measured it.","SegmentationAlgorithmIdentificationSequence 0 hits; ContributingEquipmentSequence 0 hits; SegmentAlgorithmName 2 hits; union 2 hits. Crossed with census 0, audit 0, population 1, rate 2. Both hits identified and neither reports a population statistic: PMID 41113334, AI Model Passport, Comput Struct Biotechnol J 2025, doi 10.1016/j.csbj.2025.09.041; and PMID 39443503, Murugesan et al, Sci Data 2024, doi 10.1038/s41597-024-03977-8",Segmentation Storage,2,"Europe PMC, all indexed literature","not applicable, this row reports a literature search rather than a validator rate",nothing; every hit returned is identified by PMID and DOI,none,not applicable,"curl the Europe PMC REST search endpoint, https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=<term>&format=json",results/prisma_s_rows.csv,,"Europe PMC REST API, searched 2026-08-02",tests/test_prior_art.py::test_europe_pmc_negative_is_recorded,,,,v24,2026-08-02T19:55:34Z,2026-08-02,,"Murugesan 2024 is the counterexample the discussion cites, because producers there do route identity into SegmentAlgorithmName."
PA-11,PA,Prior art,"No DICOM Correction Proposal in the complete numbered series promotes SegmentationAlgorithmIdentificationSequence (0062,0007) from Type 3 to conditional, or otherwise requires algorithm provenance in the Segmentation IOD.",MEASURED,"Addendum 03 section 4 recorded this negative as solid for roughly 2023 to 2026 and UNVERIFIED before 2023, because the CP-by-number table had truncated in fetch. The full table parses here, CP-1 to CP-2649, so the negative no longer needs scoping to a window. What it is still scoped to is title screening.","2,648 Correction Proposals parsed, CP-1 to CP-2649, the complete numbered series. 78 carry a title matching segmentation, algorithm, provenance or equipment. None promotes a provenance attribute to conditional. The nearest prior actions on this table left the Type unchanged: CP-1597 Clarify Segmentation Algorithm Parameters (2016d), CP-1258 Refactor segment description (2011), and CP-2115 Per-segment multiple algorithms and creators (2021d). The counter-current is confirmed: CP-2428 Add Algorithm Identification to RT Dose Module (2025c) and CP-2320 Communication that data is synthetic (2024a) both add provenance at Type 3.",Segmentation Storage,0,"2,648","not applicable, this row reports a documentary search","title screening only; CP bodies were not read, so a CP whose title does not name segmentation, algorithm, provenance or equipment but whose body touches (0062,0007) would be missed",none,not applicable,curl https://www.dclunie.com/dicom-status/status.html and parse the Correction Proposals by Number table,results/prisma_s_rows.csv,,"dclunie.com/dicom-status/status.html, Correction Proposals by Number, retrieved 2026-08-02",tests/test_prior_art.py::test_cp_negative_covers_the_whole_series,,,,v24,2026-08-02T19:55:34Z,2026-08-02,,"CP-2273, Clarify whether zero length Type 3 Sequences are allowed or not, is confirmed in this table at Standard, edition 2026b."
STD-09,STD,"Standard-level facts, verified","Table C.8.20-4, the Segment Description Macro, carries SegmentAlgorithmType (0062,0008) and does NOT carry SegmentAlgorithmName (0062,0009) or SegmentationAlgorithmIdentificationSequence (0062,0007). Those two are adjacent rows of Table C.8.20-2, the Segmentation Image Module, inside Segment Sequence, immediately after the row that includes Table C.8.20-4.",VERIFIED,"Raised because a summarising fetch of Table C.8.20-4 returned twelve rows and neither (0062,0009) nor (0062,0007). That fetch was right about the table membership and wrong only in row count. Both tables were then read in full, twice, from two independent renderings of the same edition. No manuscript claim moved: the paper locates both attributes in Table C.8.20-2 and locates the ceiling correction in Tables C.7.5.1 and C.7.5.2, and all three dependent claims hold.","Table C.8.20-4 Segment Description Macro Attributes has 17 content rows and contains (0062,0008) at Type 1: ""Segment Algorithm Type | (0062,0008) | 1 | Type of algorithm used to generate the Segment. Enumerated Values: AUTOMATIC calculated Segment SEMIAUTOMATIC calculated Segment with user assistance MANUAL user-entered Segment"". It contains neither (0062,0009) nor (0062,0007). Table C.8.20-2 Segmentation Image Module Attributes has 23 rows; inside Segment Sequence (0062,0002) row 17 is the include of Table C.8.20-4, row 18 is "">Segment Algorithm Name | (0062,0009) | 1C | The name(s) of algorithm(s) used to generate the Segment. Required if Segment Algorithm Type (0062,0008) is not MANUAL."" and row 19 is "">Segmentation Algorithm Identification Sequence | (0062,0007) | 3 | A description of how this Segment was derived. Algorithm Name (0066,0036) within this Sequence may be identical to Segment Algorithm Name (0062,0009). One or more Items are permitted in this Sequence.""",Segmentation Storage,2,2 tables read in full,"not applicable, this row reads the standard rather than quoting a rate",nothing; both tables were read row by row rather than summarised,"none, the standard is read directly",PS3.3 2026c,python -m colophon.typecheck reads the pre-seeded DocBook; the live HTML was read at https://dicom.nema.org/medical/dicom/current/output/chtml/part03/sect_C.8.20.2.html#table_C.8.20-2 and https://dicom.nema.org/medical/dicom/current/output/chtml/part03/sect_C.8.20.4.html#table_C.8.20-4,results/typecheck/segment_tables_verbatim.md,"STD-07,STD-02,STD-03","PS3.3 2026c Table C.8.20-2 and Table C.8.20-4, read in full from the pre-seeded DocBook part03.xml and independently from the published HTML at https://dicom.nema.org/medical/dicom/current/output/chtml/part03/sect_C.8.20.2.html#table_C.8.20-2 and https://dicom.nema.org/medical/dicom/current/output/chtml/part03/sect_C.8.20.4.html#table_C.8.20-4; NEMA current resolves to PS3.3 2026c",tests/test_typecheck.py::test_the_two_attributes_are_adjacent_rows_of_C_8_20_2,,,,v24,2026-08-03T00:02:54Z,2026-08-02,,"The condition on (0062,0009) references (0062,0008), which sits in the included macro table rather than in C.8.20-2 itself. That is an ordinary cross-include reference and does not affect the harmonisation argument, which concerns two adjacent rows of one table."
STD-10,STD,"Standard-level facts, verified","Supplement 243, Label Map Segmentation, Final Text 2024, rewrote the Segmentation tables and left all three algorithm rows at their existing Types. It neither moved, retyped nor renamed them.",VERIFIED,"This is the fact the Discussion rests on when it says the most recent revision of exactly this table walked past the asymmetry. It is now read from the supplement itself rather than asserted: the supplement had both rows open in front of it, edited their descriptions, and changed neither Type.","The supplement carries tracked edits to Tables C.8.20-1, C.8.20-2, C.8.20-3 and C.8.20-4. In its draft text (0062,0008) remains Type 1 in the Segment Description Macro, (0062,0009) remains Type 1C with the condition Required if Segment Algorithm Type (0062,0008) is not MANUAL, and (0062,0007) remains Type 3 with its existing description including the PS3.3-2016d note. The only edit visible on these three rows is the capitalisation of the word segment to Segment throughout the descriptions.",Segmentation Storage,3,3 rows examined,"not applicable, this row reads a standards document",the supplement was read for these three rows and for which tables it edits; its other content was not audited,none,not applicable,curl https://www.dicomstandard.org/News-dir/ftsup/docs/sups/sup243.pdf and extract the text,results/typecheck/segment_tables_verbatim.md,STD-09,"Supplement 243 Label Map Segmentation, https://www.dicomstandard.org/News-dir/ftsup/docs/sups/sup243.pdf, 24 pages",,,,,v24,2026-08-03T00:02:54Z,2026-08-02,,"Read after the table membership question was settled, because what the supplement did to these rows only means something once it is known which table each row is in."
C3T-10,C3T,"Claim 3, complete tabulation","The object-weighted headline is concentrated in one class, and the leave-one-class-out sensitivity is reported beside it.",MEASURED,"The paper argues that object-weighted rates are distorted by concentration and reports leave-one-collection-out reasoning elsewhere. Reporting its own headline over a denominator where one class carries the majority, without that sensitivity, would apply the argument to everyone except itself. The analysis-result unit is unaffected, which is the reason it is the stated lead.","RT Structure Set Storage is 19,358 of 35,107 objects, 55.14 percent of the denominator, and is 100.00 percent conformant but uninformative with 0 informative and 0 non-conformant. Dropping it alone moves the archive-wide rate from 82.33 to 60.62 percent uninformative and from 13.67 to 30.47 percent informative over the remaining 15,749 objects. Dropping Segmentation instead moves it to 89.39 percent; no other class moves it by more than about 1.7 points.",all measured classes,"19,358","35,107","not applicable, no validator is involved",the sensitivity is reported for every class in Table 2 rather than for the largest alone,none,not applicable,python -m colophon.manuscript_tables,results/manuscript/table2.csv,C3T-00,,tests/test_manuscript_tables.py::test_leave_one_class_out_is_reported,,,,v24,2026-08-03T00:14:23Z,,,"RT Structure Set is 100 percent uninformative because its writers populate the equipment attributes with a viewer and a converter rather than with a producing analysis, which is the same finding the rest of the paper reports and not a separate one."
FIG-01,FIG,Figure set,"Six figures are drawn, each from a single named artefact, and every value annotated on a figure traces to a ledger row.",MEASURED,"Regeneration is byte-identical and a test asserts it, so a reviewer regenerating from a clean checkout gets what the paper shipped. Vector PDF and 300 dpi PNG for each.","figure1 from t33_recoverability_ladder.csv, rows C3T-03; figure2 from table2.csv, rows C3T-00+STD-04+STD-08; figure3 from figure3_objects.json, rows C3T-06+DEV-02+FIG-02+P3-01+P3-05; figure4 from encoder_only_by_collection.csv, rows C3T-02; figure5 from phase1_variants.csv, rows B-02+B-03+B-05+B-10; figure6 from two_pass_comparison.csv, rows ADJ2-01+ADJ2-02",all,6,6,"not applicable, this row describes the figure set rather than quoting a rate","three figures were specified and are deliberately not drawn: a leaderboard of producing groups, any object-weighted figure where the analysis result is available, and Segmentation net conformance, which is unadjudicated",none,not applicable,python -m colophon.figures,results/manuscript/figures.md and results/figures/manifest.json,,,tests/test_figures.py::test_every_annotated_value_is_in_the_ledger,,,,v24,2026-08-03T02:03:32Z,,,"Reading the rendered output caught five defects no automated check detects, the worst being a hatched rectangle in figure 2 that read as a 100 percent bar and meant the opposite. All five are recorded in results/manuscript/figures.md. Reading the rendered output caught a sixth after figure 3's silent column was swapped: the one-line title ran past the right edge of the frame, which the byte-identical check cannot see. It is now two lines."
REF-01,REF,References and citations,"Every citation in the manuscript resolves to a full reference carrying a DOI, an arXiv identifier or a URL with a retrieval date, every reference is cited at least once, and no bare surname citation remains in the text.",MEASURED,"The manuscript was drafted with citations as bare author surnames and no bibliography. A surname is not checkable, which is why this is a guarded artefact rather than a typed list.",38 references; 38 of 38 cited at least once; 0 markers that resolve to no entry; 0 entries carrying no identifier; 0 bare surname citations across 7 hand-written manuscript documents,all,38,38,"not applicable, this row reports a documentary check and not a validator rate","three generated documents are deliberately not scanned, tables.md, table1_writers.md and table2_floor_set.md, because a citation marker typed into a file that code rewrites would not survive the next run; a test asserts they carry no markers","none, documentary check",not applicable,python -m colophon.citations,results/manuscript/references.md and results/manuscript/citation_check.json,,,tests/test_references.py::test_every_entry_carries_a_resolvable_identifier,,,,v24,2026-08-03T01:41:34Z,2026-08-03,,"Two entries, the author's two unpublished manuscripts, carry no DOI because none has been minted. Each names the released harness that accompanies it and the public URL the title was read from, so both still resolve to something a reader can open."
REF-02,REF,References and citations,"The Gene Expression Omnibus metadata completeness study cited in the Introduction is Huang et al 2025, not Ochoa et al.",VERIFIED,"The drafting note supplied a surname and a DOI and the two disagree. The DOI is the authoritative one of the pair, so the surname in the text was corrected rather than the DOI being replaced to fit the surname.","10.1186/s13059-025-03725-0 resolves to Huang YN, Jaiswal PV, Rajes A, et al, Genome Biology 2025;26(1):274. No author named Ochoa appears on the record.",not applicable,,,"not applicable, documentary",nothing; the full author list was read,"none, documentary check",not applicable,curl https://api.crossref.org/works/10.1186/s13059-025-03725-0,results/manuscript/references.md,,"Crossref, https://api.crossref.org/works/10.1186/s13059-025-03725-0, retrieved 2026-08-03",,,,,v24,2026-08-03T01:41:34Z,2026-08-03,,
REF-03,REF,References and citations,"The software bill-of-materials study cited in the Discussion appeared in the magazine IEEE Security and Privacy, not at the IEEE Symposium on Security and Privacy.",VERIFIED,"The drafting note gave the venue as IEEE S and P, which reads as the Symposium. The abbreviation is ambiguous and the record is not.","Balliu M, Baudry B, Bobadilla S, et al. Challenges of producing software bill of materials for Java. IEEE Security and Privacy 2023;21(6):12-23, doi 10.1109/MSEC.2023.3302956. The arXiv record 2303.11102 carries the same journal reference.",not applicable,,,"not applicable, documentary",nothing,"none, documentary check",not applicable,curl https://api.crossref.org/works/10.1109/MSEC.2023.3302956,results/manuscript/references.md,,"Crossref, https://api.crossref.org/works/10.1109/MSEC.2023.3302956, retrieved 2026-08-03",,,,,v24,2026-08-03T01:41:34Z,2026-08-03,,
REF-04,REF,References and citations,The IHE AIR passage quoted verbatim in the Discussion is in Rev 1.3 on printed page 17. The drafted text cited Rev 1.2 on page 16 and both were wrong.,VERIFIED,"The revision was wrong in the drafted Discussion and in COLOPHON_ADDENDUM_03. The printed page is also given as 16 in the descriptive second_reference field of colophon/standards.py, which this pass does not edit. The manuscript is corrected and the disagreement with that field is recorded rather than silently reconciled.","the passage beginning Many deployment models involve the AI Models being separate from the Evidence Creator is found on PDF page 17 of 110, whose footer reads Rev. 1.3 2025-08-08 17, under Closed Issue 26",not applicable,,,"not applicable, documentary",nothing; every page of the pinned PDF was searched,"none, documentary check",not applicable,python -m colophon.citations,results/manuscript/citation_check.json,G3-01,"IHE RAD TF Supplement AI Results (AIR) Rev 1.3 Trial Implementation 2025-08-08, Vol 1 Open and Closed Issues, question 26, sha256 33C9E86326E8946BA2DB0B37E5FEE73A865C7B11A00201B983690FCA2ED1D964",tests/test_references.py::test_the_air_quotation_is_at_the_revision_and_page_the_discussion_names,,,,v24,2026-08-03T01:41:34Z,2026-08-03,,
REF-05,REF,References and citations,CP-2273 is in the standard at edition 2026b. The status Final Text 2026-06-03 that the drafted Methods and Results carried is supported by no source in this repository.,VERIFIED,"The date came from COLOPHON_ADDENDUM_03 and was never verified against a primary source. The status table gives a status and an edition and no date, so the manuscript now states what the source states.","CP 2273 | Parts 5 | Clarify whether zero length Type 3 Sequences are allowed or not | Standard | 2026b. The measured edition of the standard, PS3 2026c, is later, so the clarification is in force for every Type reading in this paper.",not applicable,,,"not applicable, documentary",the CP document itself was not read; the status table row is the source,"none, documentary check",not applicable,python -m colophon.citations,results/cp/dicom_status_rows.json,PA-11,"dclunie.com/dicom-status/status.html, Correction Proposals by Number, retrieved 2026-08-03, page sha256 f3a71f0c70d172ba92c2f1dab1efee519319467f5017df45a260564f50b71eec",tests/test_references.py::test_the_standards_rows_match_the_pinned_status_table,,,,v24,2026-08-03T01:41:34Z,2026-08-03,,
REF-06,REF,References and citations,"The five other Correction Proposals and Supplement 243 cited in the Discussion are stated with the title, affected parts, status and edition the DICOM status table carries.",VERIFIED,Every one of these was previously carried as a bare number with a parenthesised edition. The titles and affected parts are now quoted from the table row rather than paraphrased.,"CP-1258 Parts 3,16 Standard 2011; CP-1597 Parts 3 Standard 2016d; CP-2115 Parts 3 Standard 2021d; CP-2320 Parts 3 Standard 2024a; CP-2428 Parts 3,6,16 Standard 2025c; Supplement 243 Parts 3,4,6,16 Standard 2024c, whose Final Text document carries Status Final Text and publication date 2024/09/14",not applicable,,,"not applicable, documentary","the CP documents themselves were not read, only their status rows; the Supplement 243 PDF was read for its status and publication date and for the three rows STD-10 records","none, documentary check",not applicable,python -m colophon.citations,results/cp/dicom_status_rows.json,"PA-11,STD-10","dclunie.com/dicom-status/status.html retrieved 2026-08-03; https://www.dicomstandard.org/News-dir/ftsup/docs/sups/sup243.pdf retrieved 2026-08-03, sha256 6b922b3bdee71a02a0de03dadebc647c848af2233c67f84f0772256f71d14e73",tests/test_references.py::test_the_standards_rows_match_the_pinned_status_table,,,,v24,2026-08-03T01:41:34Z,2026-08-03,,
FM-01,FM,Front matter,The author identifiers in the front matter are read from the author's own published records rather than typed from memory.,VERIFIED,"An ORCID typed wrongly attaches a paper to somebody else, which is the one front-matter error that cannot be corrected by an erratum on the paper alone.","ORCID 0009-0003-6878-1712, identical in the CITATION.cff of both prior harnesses; affiliation University at Buffalo School of Management, Buffalo, NY, USA, from the Zenodo record for spine-gsps v1.0.1",not applicable,,,"not applicable, documentary",the corresponding-author email address is not verified against anything and is marked for confirmation,"none, documentary check",not applicable,curl https://zenodo.org/api/records/21728405 and curl https://raw.githubusercontent.com/Volkopat/spine-gsps/main/CITATION.cff,results/manuscript/front_matter.md,,"Zenodo record 21728405 and the CITATION.cff files of github.com/Volkopat/spine-gsps and github.com/Volkopat/palimpsest, retrieved 2026-08-03",,,,,v24,2026-08-03T01:41:34Z,2026-08-03,,
FM-02,FM,Front matter,"No Zenodo record exists for this repository, so code availability carries a field rather than a DOI.",PENDING,"The brief requires the version DOI and not only the concept DOI. Neither exists until the release is cut, and inventing either would be the one kind of front-matter error that survives review.","https://github.com/Volkopat/colophon returns HTTP 404 as of 2026-08-03 and no Zenodo record is minted. The prior harness is quoted as the worked example: concept DOI 10.5281/zenodo.21728405 resolves to the newest version, version DOI 10.5281/zenodo.21728679 resolves to tag v1.0.1.",not applicable,,,"not applicable, documentary",nothing,"none, documentary check",not applicable,curl -I https://github.com/Volkopat/colophon,results/manuscript/front_matter.md,,,tests/test_references.py::test_the_front_matter_leaves_its_unknowns_as_fields,,,,v24,2026-08-03T01:41:34Z,2026-08-03,,
FM-03,FM,Front matter,"The commercial relationship disclosed in competing interests is with aycan Medical Systems LLC, named from a public source the author controls rather than inferred, and nothing of that company's is in this study.",VERIFIED,The employment relationship and its dates are the author's to state and are left as a field. What is verified here is the company's identity and its absence from this study.,"the public README of github.com/Volkopat/palimpsest states that the de-identification pipeline evaluated in the prior manuscript is a commercial product of aycan Medical Systems LLC. A case-insensitive search of results/ returns the company name in no measurement artefact, only in the front matter that discloses it.",all,,,"not applicable, documentary",nothing; the search covered every file under results/,"none, documentary check",not applicable,curl https://raw.githubusercontent.com/Volkopat/palimpsest/main/README.md and grep -ril aycan results/,results/manuscript/front_matter.md,,,,,,,v24,2026-08-03T01:41:34Z,2026-08-03,,
CPD-01,CPD,Correction proposal draft,"A DICOM Correction Proposal harmonising the Type of Segmentation Algorithm Identification Sequence (0062,0007) with Segment Algorithm Name (0062,0009) in Table C.8.20-2 is drafted and has not been filed.",PENDING,"Filing is a deliberate act by the author and has not happened. If it does, the submission date, the number the Secretariat assigns and the disposition are recorded against this row and nowhere else.","drafted in the field order of the WG-06 CP template; submitter name, submission date, date of last update and Log Summary left as fields; Change Number and Person Assigned are the Secretariat's to fill",Segmentation Storage,,,"not applicable, this row records a document rather than a rate","the markdown draft cannot carry three things the template requires and the README lists them: Word tracked-change formatting, the Log Summary as a Word field, and the cross-reference at the end of the edited row, which does not survive plain-text extraction and must be taken from the Word version of the standard",none,not applicable,"not applicable, this row records a drafted document",results/cp/cp_segmentation_algorithm_identification.md and results/cp/README.md,,"DICOM_WG-06_CP_Template.docx, https://www.dicomstandard.org/resources/templates, retrieved 2026-08-03, sha256 eceef650aac48cbfce544e79b4be843e525e08c397ab329b01bd694058e6b1df",tests/test_results_doc.py::test_the_correction_proposal_is_not_filed_until_it_says_so,,,,v24,2026-08-03T01:41:34Z,2026-08-03,,
CPD-02,CPD,Correction proposal draft,"The wording the proposal asks for already exists in the standard, for the same attribute, in a sibling Segmentation module.",VERIFIED,"This is what makes the proposal a harmonisation rather than a new requirement, and it was found by the Type re-verification rather than assumed.","Table C.8.20-5, Height Map Segmentation Image Module, specifies (0062,0007) as Type 1C with the condition Required if Segment Algorithm Type (0062,0008) is not MANUAL. Table C.8.20-2, Segmentation Image Module, specifies the same attribute as Type 3 with no condition. The Segmentation IOD includes the second and not the first.",Segmentation Storage,,,"not applicable, this row reads a standards document","the Item cardinality differs between the two rows, single in C.8.20-5 and one or more in C.8.20-2, and the proposal deliberately does not change it",none,not applicable,python -m colophon.typecheck,results/typecheck/segment_tables_verbatim.md and results/typecheck/type_reverification.csv,STD-07,,,,,,v24,2026-08-03T01:41:34Z,2026-08-03,,
CPD-03,CPD,Correction proposal draft,"Adopting the proposed change would make previously conformant instances non-conformant, and the proposal states that exposure with the measured number rather than omitting it.",DERIVED,"Stated in the proposal itself under Impact on existing Instances, because it is the first question the change raises and leaving it out would be advocacy.","34,234 of 36,488 non-MANUAL segments in the measured sample carry no identification sequence and would not satisfy the amended Table C.8.20-2",Segmentation Storage,"34,234","36,488","not applicable, this row restates a measured population count inside a proposal rather than quoting a validator rate","the archive-wide figure is not computed, because the Segmentation arm is a sample drawn under PRE-06 and not a census",none,not applicable,python -m colophon.phase3_report,results/cp/cp_segmentation_algorithm_identification.md,"P3-01,PRE-06",,,,,,v24,2026-08-03T01:41:34Z,2026-08-03,,
FIG-02,FIG,Figure set,"A truer exemplar for Figure 3's silent column exists: four analysis results inside the 21 silent cells carry non-MANUAL segments with the identification sequence absent throughout, so the Type 1C condition fires, a name is supplied, and it identifies nothing.",MEASURED,"The swap was made. Figure 3's silent column is now rider_lungct_seg, on the author's decision after this row was recorded, and the three other candidates stay here as the alternatives that were found and not taken. The exemplar it replaced, dicom_lidc_idri_nodules, is entirely MANUAL, so its silence was legitimate and the Type 1C condition never fired in it. All three columns of the figure now declare a non-MANUAL segment, so they differ in what they say rather than in whether they were asked to say anything.","11 of the 21 silent cells are Segmentation Storage; 5 are entirely MANUAL; 4 carry non-MANUAL segments with the identification sequence absent on every one: bamf_aimi_annotations 859 non-MANUAL segments named BAMF-Brain-MR and five siblings, qin_lungct_seg 378 named alg01_run1 through alg03_run3, prostate_mri_us_biopsy_dicom_annotations 189 named PROFUSE, and rider_lungct_seg 58 named with the single character 0",Segmentation Storage,4,21,"not applicable, this row counts analysis-result cells and not validator findings","the two remaining Segmentation cells are excluded as exemplars because they carry a complete Algorithm Identification Macro on every non-MANUAL segment, which is recorded at FIG-03; nothing was fetched and no grade was recomputed","none, this row re-reads recorded values",not applicable,python -m colophon.silent_column,results/figures/silent_column_check.json and results/figures/silent_column_candidates.csv and results/figures/figure3_objects.json,"C3T-03,P3-01",,,,,,v24,2026-08-03T02:03:32Z,2026-08-03,,"rider_lungct_seg is the sharpest of the four and is the one drawn: 58 AUTOMATIC segments whose Segment Algorithm Name is the single character 0, with the identification sequence absent, ContributingEquipmentSequence absent, and equipment attributes naming dcmqi. It satisfies the condition the standard states and identifies nothing. bamf_aimi_annotations was not chosen because BAMF-Brain-MR reads as a model name to a human even though the rule table has no rule for it, and qin_lungct_seg was not chosen because alg01_run1 through alg03_run3 are blinded challenge labels, which gives non-identification a benign explanation and repeats the trap that MANUAL set."
FIG-03,FIG,Figure set,"Two analysis results are recorded in the recoverability ladder as naming a producer at no level while carrying a complete Algorithm Identification Macro, because the ordered rule table matches an institution or a conversion rule before reaching any producer rule.",DERIVED,"Reported and not resolved, in the same register as every other rule-table residual. Figure 3's highdicom column is drawn from tcga_sbu_til_maps and prints that analysis result's algorithm name, while Table 3 records the same analysis result among the 21 cells where identity appears at no level. Both statements are correct under the published rule table, and the tension is the table's ordering, which is already declared as a sensitivity at C3T-09.","tcga_sbu_til_maps, 470 of 470 non-MANUAL segments with the macro present and complete, naming Stony Brook TIL Segmentation Inception-V4 2022 or Stony Brook TIL Segmentation CNN 2018, both classified institution by the Stony Brook University rule; eay131_tumor_annotations, 384 of 384 with the macro present and complete, naming Manual Segmentation, which is on the published declined list as naming a procedure rather than an algorithm",Segmentation Storage,2,21,"not applicable, this row reports a classification outcome and not a validator rate",no reclassification was performed and no grade was recomputed; the rule table is unchanged,"none, this row re-reads recorded values",not applicable,python -m colophon.silent_column,results/figures/silent_column_check.json,"C3T-03,C3T-09,P3-10",,,,,,v24,2026-08-03T01:41:34Z,2026-08-03,,
